Location,Rating,Comment,Transaction Date and Time,Transaction Value,feedback_id,,
Kapiti  ,4,nothing that comes to mind. It's just that I rarely give out 5 stars.,19/10/2024 9:26:00 AM,$5.30,4975126,,
MT Wellington  ,5,"The service, really friendly and excellent food.",19/10/2024 9:50:00 AM,$45.50,4975132,,
Glenfield ,5,Excellent service and being a regular staff remember what you have previously ordered.,19/10/2024 8:36:00 AM,$4.77,4975148,,
Bethlehem,4,Remember my name and what coffee I like ??,19/10/2024 9:54:00 AM,$5.30,4975153,,
Greymouth  ,4,I love the coffee and atmosphere - its my local!,19/10/2024 12:17:00 PM,$7.50,4975163,,
Glenfield ,5,Regular visitor with a group of retired Police which I organised. Every Monday 9.30am. Good coffee and pleasant efficient staff. Don't generally buy food but it looks good.,19/10/2024 8:33:00 AM,$4.80,4975164,,
Dunedin  ,5,Good friendly service. Young lady taking orders was good humoured and pleasant,19/10/2024 9:08:00 AM,$21.20,4975166,,
Petone  ,5,the coffee and the staff - always efficient and personable,19/10/2024 9:44:00 AM,$5.30,4975168,,
Whangarei  ,5,"The service, atmosphere and variety of food",19/10/2024 9:34:00 AM,$19.30,4975169,,
Napier  ,5,Always great food and service,19/10/2024 8:51:00 AM,$11.30,4975173,,
Cambridge  ,5,Friendly staff and reliably good cabinet food,19/10/2024 9:19:00 AM,$27.30,4975174,,
Petone  ,4,keep doing well,19/10/2024 9:49:00 AM,$5.30,4975176,,
Manukau  ,5,Friendly efficient staff quick service yummy food great coffee will be back,19/10/2024 8:39:00 AM,$11.10,4975181,,
Palmerston Nth ,5,Delicious coffee,19/10/2024 11:23:00 AM,$9.10,4975187,,
Henderson,5,The great hot coffee. I like mine extra hot,19/10/2024 9:26:00 AM,$5.50,4975189,,
Te Rapa  ,5,service,19/10/2024 10:10:00 AM,$26.50,4975194,,
Te Rapa  ,3,"Coffee nice. Not asked if wanted butter with scone & had to request it .Pleasant server didn't know what an apostrophe was, for Surname.",19/10/2024 10:34:00 AM,$11.30,4975200,,
Invercargill,5,Nice friendly staff and awesome food!,19/10/2024 2:40:00 PM,$6.50,4975201,,
Cambridge  ,5,"Amazing food, staff incredible friendly and talkative, will visit again!",19/10/2024 9:57:00 AM,$12.60,4975202,,
Petone  ,4,Wipe the bird poo off the table,19/10/2024 7:45:01 AM,$4.50,4975204,,
Invercargill  ,5,Service and food,19/10/2024 11:35:00 AM,$10.10,4975205,,
New Lynn  ,5,Always I love it the the service is always nice and friendly,19/10/2024 8:58:00 AM,$11.00,4975209,,
Ferryhead,5,Fast friendly service,19/10/2024 8:34:00 AM,$9.70,4975210,,
Marlborough  ,5,Wonderful staff and coffee make this ABCs cafe my favourite. Cafe is always clean and tidy.,19/10/2024 8:37:00 AM,$10.10,4975214,,
Botany  ,5,Great food friendly staff ??,19/10/2024 11:41:00 AM,$29.80,4975217,,
Rotorua,5,great service with a smile,19/10/2024 10:19:00 AM,$17.10,4975221,,
Domain,5,"The great coffee, service and staff.",19/10/2024 6:40:00 AM,$4.80,4975224,,
Pukekohe  ,5,Lovely friendly staff and a super cup of coffee,19/10/2024 9:43:00 AM,$0.00,4975229,,
MT Wellington  ,5,Vikram’s kind concern that my husband is again in hospital & the perfect flat white of course.,19/10/2024 9:32:00 AM,$4.50,4975230,,
Auckland Central,5,awesome staff & lovely coffeee!,19/10/2024 7:51:00 AM,$11.30,4975234,,
Te Awamutu  ,5,Good fast service...& a chocolate fish,19/10/2024 10:32:00 AM,$15.20,4975235,,
Masterton  ,5,Friendly smiley staff & excellent coffee & food.,19/10/2024 9:14:00 AM,$9.70,4975239,,
Glen Innes,5,service great and food as well,19/10/2024 8:06:00 AM,$17.00,4975240,,
Kapiti  ,5,Lovely coffee,19/10/2024 8:16:00 AM,$4.50,4975242,,
Whakatane,4,"Clean tables, coffee stirrers on tables",19/10/2024 10:54:01 AM,$12.30,4975243,,
Takanini  ,5,Best scones in town always friendly Service,19/10/2024 10:18:00 AM,$12.60,4975244,,
Gate Pa ,5,Friendly staff and fantastic coffee made just the way I love it. My safe place!!,19/10/2024 10:04:00 AM,$0.00,4975252,,
Glen Eden,5,Great service and food,19/10/2024 7:51:00 AM,$5.30,4975253,,
Albany ,5,"Good selection of food,latte very nice and friendly staff ,prompt service",19/10/2024 10:39:00 AM,$17.10,4975254,,
Oamaru  ,5,The coffee,19/10/2024 9:30:00 AM,$23.90,4975256,,
Broadway,3,Get my coffee order right. Udually its good though,19/10/2024 8:30:00 AM,$9.27,4975260,,
Palmerston Nth,5,The service and being made welcome and selection,19/10/2024 8:46:01 AM,$14.50,4975261,,
Palmerston Nth,5,"Friendly efficient Customer service & coffee presentation, taste all excellent??",19/10/2024 9:01:00 AM,$3.80,4975263,,
Rangiora,5,Friendly staff nice food good coffee,19/10/2024 9:52:00 AM,$15.10,4975264,,
Invercargill,5,"Great friendly service, great food",19/10/2024 10:32:00 AM,$17.30,4975268,,
Te Rapa  ,5,Meal was very nice,19/10/2024 11:08:00 AM,$21.00,4975270,,
Queenstown  ,5,Always fantastic service and great coffee!,19/10/2024 7:48:01 AM,$5.49,4975273,,
Botany ,5,Great friendly service and the best freshest date scones,19/10/2024 8:44:00 AM,$10.50,4975277,,
Papanui  ,5,Friendly staff and service is great got chocolate yummy,19/10/2024 7:55:00 AM,$5.70,4975280,,
Auckland Central,5,Friendly and efficient take away service,19/10/2024 7:16:00 AM,$5.80,4975285,,
Nelson  ,3,be more enthusiastic,19/10/2024 8:38:00 AM,$8.75,4975290,,
Botany  ,5,"Friendly Staff. Clean tables. Yummy food. Quiet, partly due to high roof and chairs that don't make a noise when moved around.",19/10/2024 11:27:00 AM,$15.00,4975291,,
Bethlehem,5,The staff always greet me with a smile and a young Maori girl with tattoos actually ask how I am. Nice to be remembered.,19/10/2024 10:17:00 AM,$5.30,4975300,,
Takanini  ,5,The services and the friendliness of the staff and the cleanliness thanks from us,19/10/2024 9:49:00 AM,$9.00,4975302,,
Manukau  ,4,Meals were a little slow to arrive with one a little overcooked.,19/10/2024 10:53:01 AM,$73.60,4975308,,
Palmerston Nth,4,Ordered 2 coffees 1 was really good but 1 was very weak,19/10/2024 9:57:00 AM,$0.80,4975309,,
Nelson  ,5,Great service & food,19/10/2024 10:53:01 AM,$24.80,4975317,,
Westgate  ,5,Lovely food BLT delicious,19/10/2024 10:49:00 AM,$22.00,4975319,,
Bethlehem,4,Be a bit quicker with service - there were hardly any other customers as it was ver early morning ......,19/10/2024 7:03:00 AM,$13.30,4975323,,
Papanui  ,5,The service and friendliness of the staff,19/10/2024 7:14:00 AM,$10.26,4975324,,
Queenstown  ,4,Depends who makes the coffee.. can be a little inconsistent. But generally pretty good!,19/10/2024 8:00:00 AM,$5.22,4975328,,
Napier  ,5,"Loved the date scones, service was excellent, lots of choice of food.",19/10/2024 9:33:00 AM,$8.55,4975332,,
London St,5,Coffee,19/10/2024 7:55:00 AM,$5.30,4975341,,
Kerikeri,5,Great iced chocolate and brownie. Cheerful and helpful staff,19/10/2024 2:04:00 PM,$11.00,4975342,,
Ellerslie ,5,Best Coffee in Town,19/10/2024 9:44:00 AM,$5.30,4975344,,
Palmerston Nth ,5,Go there often good service and great range of food,19/10/2024 10:52:00 AM,$15.80,4975345,,
Invercargill,5,"Good coffee, courtesy staff",19/10/2024 11:37:00 AM,$5.30,4975346,,
Hastings  ,5,The staff have got to know me,19/10/2024 8:22:00 AM,$4.00,4975351,,
Rosebank Road,4,"Really happy with Rosebank Rd, my local but others are not up to the same standard",19/10/2024 6:40:00 AM,$9.80,4975354,,
Rotorua,3,"The Rotorua shop had poor lighting near the mall side, not very visible from the mall. Water glasses looked very old"". However from a service perspective it was superb.""",19/10/2024 10:14:00 AM,$12.20,4975355,,
Nelson ,5,Friendly staff always up for a chat great coffee,19/10/2024 9:11:00 AM,$4.00,4975359,,
Te Rapa  ,5,Beautiful food Good service,19/10/2024 11:18:00 AM,$35.10,4975363,,
Marlborough  ,5,"I always enjoy my coffee and food at the cafe, great friendly staff and a lovely atmosphere",19/10/2024 10:21:00 AM,$51.40,4975364,,
Rangiora,5,"I go to ABCs Rangiora at least once a week and find the staff, food and coffee great. Lovely bright and sunny position where they are situated.",19/10/2024 11:05:00 AM,$3.80,4975366,,
Pakuranga,4,"some cabinet food is a bit expensive but we enjoyed our coffee and date & orange scone very much. The barista is very helpful and friendly, the surrounding clean and pleasant.as always.",19/10/2024 1:57:00 PM,$13.50,4975367,,
London St,5,Always great service. They know my name and order by heart. Friendly smiles and conversation,19/10/2024 5:58:00 AM,$5.30,4975374,,
Levin  ,3,"coffee was hot but the flat white was not so flat, rather frothy and foamy.. apparently from when i was a barista coffee making has changed, its unfortunate as it seems it doesnt matter what u order they all quite similar",19/10/2024 8:52:00 AM,$6.80,4975376,,
Ruakura  ,5,The decaffeinated coffee was delicious,19/10/2024 9:10:00 AM,$5.50,4975377,,
Broadway,5,Great,19/10/2024 6:34:00 AM,$9.45,4975383,,
Taupo  ,4,No particular one thing,19/10/2024 7:09:00 AM,$10.00,4975384,,
Ashburton ,5,quick service quite happy to fill my cup rather than use a disposable one,19/10/2024 8:36:00 AM,$5.30,4975386,,
Sylvia Park ,5,Service and customer service and friendly staff,19/10/2024 7:30:00 AM,$3.97,4975387,,
Napier  ,5,Great see I've friendly staff good food selection and good coffee,19/10/2024 9:14:00 AM,$0.00,4975388,,
Palmerston Nth ,5,"Service was amzing, Always treated nicely, order didnt take long and it was rush time. beautiful coffee",19/10/2024 9:45:00 AM,$6.90,4975389,,
Upper Hutt,5,Great food great service ...my hapoy spot,19/10/2024 10:13:00 AM,$17.30,4975391,,
Queenstown  ,5,I love ABCs Queenstown because the staff are so friendly and know exactly what coffee I like to order (coconut milk latte) and an orange and date scone today too. Just delicious! Thank you!,19/10/2024 9:53:00 AM,$8.00,4975393,,
Henderson  ,4,"I find the hot chocolates are a bit over the top with the chocolate, but the main concern is they are not hot enough otherwise food well presented and staff efficient, thank you",19/10/2024 10:26:00 AM,$20.00,4975395,,
New Plymouth  ,5,"Great service, good coffee",19/10/2024 8:50:00 AM,$5.30,4975401,,
Petone  ,5,Love the food,19/10/2024 8:30:00 AM,$5.00,4975404,,
Nelson ,5,"the staff were welcoming and friendly and efficient ,",19/10/2024 8:48:01 AM,$15.00,4975405,,
Wanganui  ,4,I am reluctant about returning to eat at ABCs coffee due to an unfortunate experience a while ago. My daughter and I had lunch there and I was very sick for a few days after my visit. I rang to talk to the manager but the call was not returned so I am not as keen to return as I was before. I was the only one of my family who became ill.. my daughter had a different meal and I'm relieved she was spared from becoming sick as well. I don't complain very easily but I do appreciate when care is shown!,19/10/2024 9:03:00 AM,$4.50,4975409,,
Kapiti  ,5,The coffee and the service,19/10/2024 9:24:00 AM,$5.00,4975413,,
Warkworth  ,5,"ABCs at Mitre 10 Mega is our go to coffee stop, yummy scones and Muffins nice selection of food. always a pleasure always recognized and boy they make a good cup of Tea.",19/10/2024 10:47:00 AM,$18.30,4975416,,
Nelson  ,5,"Lovely atmosphere,friendly and helpful staff.love ABCs at Mitre 10.",19/10/2024 9:14:00 AM,$9.70,4975417,,
Upper Hutt,4,There was a bit of waiting around to make our order even when we were at the counter.,19/10/2024 12:19:00 PM,$62.00,4975418,,
Henderson  ,5,"Very good quality food and drink; good, prompt, friendly service.",19/10/2024 12:22:00 PM,$12.00,4975423,,
Glen Innes,5,nice service,19/10/2024 12:54:01 PM,$13.00,4975428,,
Glenfield ,5,"Always acknowledged by the staff. They actually recall that I’m a return customer. And, they always say thank you and goodbye when I depart...",19/10/2024 9:42:00 AM,$7.47,4975431,,
Nelson  ,4,Lower prices,19/10/2024 8:30:00 AM,$4.25,4975437,,
Henderson  ,5,"Friendly, efficient staff with smiles on there faces,",19/10/2024 10:52:00 AM,$22.80,4975441,,
Hastings  ,4,Make sure the coffee is always hot,19/10/2024 9:46:00 AM,$4.05,4975443,,
Greymouth  ,5,Great food and service,19/10/2024 11:59:00 AM,$22.50,4975444,,
Napier  ,5,The Breakfast cooked and presented to a high Standard. Friendly Staff. And lovely atmosphere.,19/10/2024 7:37:00 AM,$15.12,4975445,,
Glen Eden,5,The staff are fantastic,20/10/2024 6:16:00 AM,$5.30,4975446,,
Te Rapa  ,5,Lovely food. Friendly staff. Beautiful atmosphere looking out to the garden centre.,19/10/2024 10:08:00 AM,$24.80,4975448,,
Domain,5,Love the friendly staff who have a smile on their faces and kind words everyday.,20/10/2024 6:21:01 AM,$18.00,4975449,,
MT Wellington  ,5,5,20/10/2024 6:41:00 AM,$6.00,4975450,,
Domain,5,Service and taste of coffee,20/10/2024 6:34:00 AM,$5.00,4975453,,
Rotorua  ,5,the staff friendly welcome and excellent service,19/10/2024 8:12:00 AM,$24.00,4975457,,
Dunedin  ,5,"The friendly staff who are 'always' polite and very helpful. They always know what we want and are quick when it comes to service. Nothing is a bother. We have the best Cafe staff here at M10 Mega Dunedin. Thank you to Leo, Belyn, Jarrod, Geoff, Raul, Jasmine the rest of the team :)",20/10/2024 6:58:00 AM,$8.28,4975459,,
Wanganui  ,5,The friendly greeting the quick service and the yummy food,19/10/2024 10:39:00 AM,$13.00,4975461,,
Richmond,5,Excellent service and great coffee,20/10/2024 7:28:00 AM,$3.50,4975466,,
Albany  ,5,Service,20/10/2024 7:20:00 AM,$10.20,4975467,,
Timaru,5,Staff and service,20/10/2024 6:56:00 AM,$25.20,4975468,,
Auckland Central,5,Service was amazing! Good food too,20/10/2024 7:33:00 AM,$0.00,4975469,,
Auckland Central,5,Great service!,20/10/2024 7:27:00 AM,$11.80,4975471,,
Crofton Downs  ,5,Great customer service,20/10/2024 7:29:00 AM,$5.20,4975474,,
Timaru,5,Service,20/10/2024 7:37:00 AM,$13.80,4975475,,
Kapiti  ,5,The friendly service at the counter. The staff were genuinely helpful . coffee was good too,19/10/2024 10:33:00 AM,$4.05,4975478,,
Glen Innes,5,Friendly staff good coffee,20/10/2024 7:23:00 AM,$5.80,4975479,,
Manukau  ,5,Your standards,20/10/2024 7:45:00 AM,$17.60,4975481,,
Newtown,5,"The service is great and a friendly team.
I suppose Sam is ok too....... he’s the best really",20/10/2024 7:24:00 AM,$9.44,4975483,,
Domain,4,Bb,20/10/2024 6:44:00 AM,$9.30,4975485,,
Te Awamutu  ,5,Great service and lovely smiling staff !,20/10/2024 7:35:00 AM,$5.80,4975488,,
Aubyn  ,5,Great service by friendly professional ladies.,20/10/2024 7:35:00 AM,$16.10,4975489,,
Petone  ,5,Yum food and lovely staff ??,20/10/2024 7:51:00 AM,$11.30,4975491,,
Dunedin  ,5,Everything yummy and lovely,20/10/2024 8:08:00 AM,$10.70,4975496,,
Timaru,5,"Its a very clean and inviting shop, the staff in Timaru are excellent. The coffee and food are exceptional.",20/10/2024 7:52:00 AM,$8.80,4975498,,
Richmond,5,Friendly service,20/10/2024 8:13:00 AM,$24.80,4975499,,
London St,5,"Friendly, speedy service with great food",20/10/2024 6:06:00 AM,$30.30,4975500,,
Timaru,5,"The outstanding Baristas the enthusiastic staff
and the awesome meals cooked to perfection!
Led by Kate! My fave cuppacino!",20/10/2024 8:09:00 AM,$0.00,4975502,,
Oamaru  ,5,excellent service nice place to sit and enjoy coffee and view in to garden centre nice meeting place for friends and family,19/10/2024 9:36:00 AM,$5.30,4975503,,
Glen Innes,5,Love the friendly and helpful service and great coffee. WILL BE BACK SOON.,19/10/2024 12:57:00 PM,$39.70,4975504,,
Wellington central,5,Meal (scrambled eggs) was delivered to table quickly. Before the coffee!!,20/10/2024 6:28:01 AM,$11.50,4975505,,
Rangiora,5,great friendly team that all said Hello,20/10/2024 8:08:00 AM,$11.40,4975506,,
Invercargill  ,1,"waited 30 minutes for eggs benedict - i was the only one in the cafe, the server on the counter was blunt, un friendly and ignored me for 5 minutes when i was at the counter waiting to be served this was invercargill branch. normally i love you food and service, timaru and riccarton are amazing but this site really lets your brand down.",20/10/2024 7:11:00 AM,$25.90,4975507,,
Glen Innes,5,Always friendly service and great coffee!,20/10/2024 6:59:00 AM,$5.30,4975508,,
New Lynn  ,5,Amazing staff!,20/10/2024 7:19:00 AM,$63.90,4975510,,
Timaru,5,Friendly and efficient service,20/10/2024 7:56:00 AM,$8.00,4975511,,
Marlborough  ,5,The food is really good and I love the Ginger Nut Latte.,19/10/2024 11:02:00 AM,$25.00,4975514,,
Albany  ,5,"I just love your coffee , the service is great and plenty of choices on the menu.",19/10/2024 8:25:00 AM,$10.80,4975515,,
Glenfield ,4,Make the scones less flat :),20/10/2024 8:28:00 AM,$9.00,4975516,,
Palmerston Nth ,5,I had issues with my loyalty card and the lady who served me took the time to fix it. And was very gracious about it. No hassle at all.,19/10/2024 8:06:00 AM,$10.10,4975517,,
Glen Innes,5,Coffee is always good,20/10/2024 7:58:00 AM,$6.60,4975518,,
Richmond,5,"Friendly welcome 
Quick service",20/10/2024 6:23:00 AM,$5.70,4975519,,
Napier  ,5,The staff are always so friendly when they greet you and the coffee is great to boot. Always a pleasant experience.,20/10/2024 8:17:01 AM,$5.30,4975521,,
Ruakura  ,5,Friendly staff and clean cafe,20/10/2024 8:19:00 AM,$24.80,4975522,,
Rotorua,4,Not sure. The coffee was very slow,19/10/2024 10:25:00 AM,$10.30,4975527,,
New Plymouth  ,5,Friendly staff,20/10/2024 8:17:01 AM,$4.50,4975528,,
Glen Eden,5,Always fast friendly service,20/10/2024 8:38:00 AM,$12.30,4975540,,
Domain,4,More products..variety and better quality,20/10/2024 7:00:00 AM,$4.00,4975547,,
Kerikeri,5,Love your takeout coffee and orange date scone. The girls r lovely.,20/10/2024 8:28:00 AM,$10.30,4975548,,
Invercargill  ,4,I gave 5 stars excellent service here!,20/10/2024 8:44:00 AM,$5.50,4975556,,
Dunedin  ,4,"I have a natural reluctance to give 5 stars because then there is nothing to improve :). Which might be a bit irrational. However, in common with most cafes in NZ, it is hard to get a properly small cake or slice or suchlike. Everything is large and I often don’t buy anything to go with coffee because they are all so big.",20/10/2024 8:49:00 AM,$0.00,4975558,,
